GPAX,GPA,SLC,School,Plus,Physics,Math,Chemistry,Bio,Parent1,Parent2,X1,X2,X3,X4,X5,X6,X111,X222,X333,X444,X555,X666,GPAA,GPAA,pf,Int,Internal,FinalGPA,Prog,OrdGPA,GPAAA
0,0,0.524444444,0,0.666666667,0.297297297,0.538461538,0.236842105,0.782608696,0.333333333,0,0.9,0.92,0.541666667,0.8,0.38,0.4,0.888888889,0.722222222,0.666666667,0.777777778,0,0,0,0,0,90,45,0,Civil VII,0,F
0,0,0.444444444,0,0.611111111,0.621621622,0.788461538,0.710526316,0.782608696,0.666666667,0.333333333,0.8,0.9,0.5,0.64,0.3,0.36,0,0,0,0,0,0,0,0,0,80,40,0,Civil VII,0,F
0,0,0.680555556,1,0.527777778,0.189189189,0.576923077,0.368421053,0.804347826,0,0.333333333,0.88,0.9,0.791666667,0.88,0.44,0.4,1,0.833333333,0,0.722222222,0.888888889,0.888888889,0,0,0,88,44,0,Civil VII,0,F
0,0,0.894444444,1,0.611111111,0.567567568,0.634615385,0.868421053,0.706521739,0.333333333,0.666666667,0.98,0.94,0.583333333,0.84,0.46,0.4,0.666666667,0.611111111,0,0,0,0.888888889,0,0,0,98,49,0,Civil VII,0,F
0,0,0.482777778,0,0.611111111,0.567567568,0.634615385,0.868421053,0.706521739,0.333333333,0.666666667,0.82,0.92,0.5,0.62,0.44,0.36,0.777777778,0.611111111,0.666666667,0,0,0,0,0,0,82,41,0,Civil VII,0,F
0,0,0.857777778,0,0.777777778,0.594594595,0.519230769,0.789473684,0.793478261,0.333333333,0.666666667,0.88,0.98,0.75,0.86,0.42,0.38,0.722222222,0.722222222,0,0,0.777777778,0,0,0,0,88,44,0,Civil VII,0,F
0,0,0.857777778,1,0.777777778,0.513513514,0.769230769,0.526315789,0.869565217,1,0.666666667,0.94,0.78,0.375,0.64,0.5,0.4,0,0,0,0,0,0,0,0,0,94,47,0,Civil VII,0,F
0,0,0.861111111,1,0.833333333,0.675675676,0.769230769,0.789473684,0.847826087,0.333333333,0.666666667,0.86,0.74,0.583333333,0.86,0.36,0.38,0.833333333,0.666666667,0.666666667,0.888888889,0,0.944444444,0,0,0,86,43,0,Civil VII,0,F
0,0,0.705,1,0.555555556,0.567567568,0.711538462,0.657894737,0.815217391,0.666666667,0.666666667,0.86,0.74,0.583333333,0.84,0.4,0.4,0.833333333,0.722222222,0.666666667,0.777777778,0,0.944444444,0,0,0,86,43,0,Civil VII,0,F
0,0,0.769444444,0,0.5,0.702702703,0.865384615,1,1,0.666666667,1,0.72,0.72,0.583333333,0.62,0.24,0.38,0,0,0,0,0,0,0,0,0,72,36,0,Civil VII,0,F
0,0,0.350833333,1,0.027777778,0.621621622,0.769230769,0.447368421,0.923913043,0,0.666666667,0.72,0.7,0.666666667,0.84,0.28,0.4,0.888888889,0.777777778,0,0.777777778,0.777777778,0,0,0,0,72,36,0,Civil VII,0,F
0,0,0.819444444,0,0.611111111,0.567567568,0.673076923,0.921052632,0.760869565,0.333333333,1,0.74,0.86,0.375,0.54,0.32,0.36,0,0,0,0,0,0,0,0,0,74,37,0,Civil VII,0,F
0,0,0.747222222,1,0.777777778,0.513513514,0.596153846,0.605263158,0.760869565,1,1,0.7,0.84,0.666666667,0.84,0.52,0.38,0.888888889,0.833333333,0,0.888888889,0.888888889,0,0,0,0,70,35,0,Civil VII,0,F
0,0,0.725,1,0.527777778,0.297297297,0.730769231,0.184210526,0.608695652,0,1,0.78,0.78,0.666666667,0.96,0.42,0.4,0.888888889,1,0.777777778,1,1,0,0,0,0,78,39,0,Civil VII,0,F
0,0,0.888888889,1,0.777777778,0.378378378,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.96,0.94,0.583333333,0.82,0.54,0.38,0,0.666666667,0.833333333,0.833333333,0.722222222,0,0,0,0,96,48,0,Civil VII,0,F
0,0,0.875,0,0.611111111,0.594594595,0.673076923,0.394736842,0.869565217,0.333333333,0.666666667,0.96,0.86,0.625,0.9,0.22,0.38,0.777777778,0.666666667,0,0.722222222,0,0,0,0,0,96,48,0,Civil VII,0,F
0,0,0.722222222,1,0.833333333,0.594594595,0.673076923,0.394736842,0.869565217,0.333333333,0.666666667,0.88,0.86,0.458333333,0.76,0.34,0.38,0.777777778,0.611111111,0,0,0,0.944444444,0,0,0,88,44,0,Civil VII,0,F
0,0,0.208333333,1,0.583333333,0.216216216,0.230769231,0.657894737,0.673913043,1,1,0.64,0.72,0.375,0.54,0.3,0.38,0,0,0,0,0,0,0,0,0,64,32,0,Civil VII,0,F
0,0,0.604166667,1,0.611111111,0.216216216,0.230769231,0.657894737,0.673913043,1,1,0.66,0.72,0.708333333,0.84,0.28,0.4,0.777777778,0,0,0,0,0,0,0,0,66,33,0,Civil VII,0,F
0,0,0.6,1,0.638888889,0.567567568,0.288461538,0.789473684,0.673913043,0.333333333,0.333333333,0.8,0.74,0.5,0.86,0.34,0.36,0.722222222,0.722222222,0,0.611111111,0,0,0,0,0,80,40,0,Civil VII,0,F
0,0,0.852777778,1,0.527777778,0.243243243,0.384615385,0.526315789,0.673913043,0,0.666666667,0.8,0.84,0.583333333,0.62,0.42,0.38,0.777777778,0.611111111,0,0.666666667,0.777777778,0.944444444,0,0,0,80,40,0,Civil VII,0,F
0,0,0.722222222,0,0.805555556,0.540540541,0.576923077,0.5,0.826086957,0.333333333,1,0.82,0.74,0.416666667,0.88,0.32,0.36,0.722222222,0.722222222,0.611111111,0.722222222,0,0,0,0,0,82,41,0,Civil VII,0,F
0,0,0.927222222,0,0.916666667,0.675675676,0.769230769,0.789473684,0.847826087,0.333333333,0.666666667,0.8,0.84,0.583333333,0.62,0.2,0.4,0,0,0,0,0,0.888888889,0,0,0,80,40,0,Civil VII,0,F
0,0,0.783333333,1,0.694444444,0.243243243,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.86,0.82,0.625,0.84,0.48,0.4,0.777777778,0,0.777777778,0,0,0,0,0,0,86,43,0,Civil VII,0,F
0,0,0.783333333,1,0.916666667,0.675675676,0.769230769,0.789473684,0.847826087,0.333333333,0.666666667,0.76,0.72,0.583333333,0.64,0.34,0.4,0.777777778,0.722222222,0,0.833333333,0,0,0,0,0,76,38,0,Civil VII,0,F
0,0,0.416666667,1,0.472222222,0.162162162,0.384615385,0.236842105,0.597826087,0.666666667,1,0.8,0.74,0.583333333,0.68,0.46,0.38,0.666666667,0.611111111,0,0.611111111,0,0,0,0,0,80,40,0,Civil VII,0,F
0,0,0.888888889,1,0.861111111,0.27027027,0.384615385,0.394736842,0.706521739,0,0.666666667,0.96,0.94,0.625,0.84,0.34,0.36,0.777777778,0.722222222,0,0.722222222,0,0,0,0,0,96,48,0,Civil VII,0,F
0,0,0.444444444,1,0.5,0.324324324,0.288461538,0.394736842,0.913043478,0,1,0.92,0.86,0.333333333,0.86,0.42,0.36,0.666666667,0.666666667,0,0,0,0,0,0,0,92,46,0,Civil VII,0,F
0,0,0.323055556,1,0,0.72972973,0.826923077,0.973684211,0.826086957,0.333333333,0.666666667,0.88,0.88,0.166666667,0.58,0.3,0.38,0.611111111,0.611111111,0,0.611111111,0,0,0,0,0,88,44,0,Civil VII,0,F
0,0,0.378611111,1,0.888888889,0.513513514,0.596153846,0.763157895,0.826086957,1,1,0.88,0.92,0.458333333,0.54,0.4,0.38,0.722222222,0,0,0.666666667,0.666666667,0.888888889,0,0,0,88,44,0,Civil VII,0,F
0,0,0.583333333,1,0.611111111,0.567567568,0.673076923,0.921052632,0.760869565,0.333333333,1,0.84,0.84,0.333333333,0.72,0.32,0.38,0.666666667,0.777777778,0,0.777777778,0.722222222,0.888888889,0,0,0,84,42,0,Civil VII,0,F
0,0,0.583333333,1,0.527777778,0.297297297,0.730769231,0.184210526,0.608695652,0,1,0.92,0.88,0.75,0.74,0.48,0.36,0.888888889,0.666666667,0.722222222,0.888888889,0.777777778,0,0,0,0,92,46,0,Civil VII,0,F
0,0,0.5,0,0.777777778,0.378378378,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.78,0.72,0,0.54,0.3,0.36,0,0,0,0,0,0.888888889,0,0,0,78,39,0,Civil VII,0,F
0,0,0.444444444,0,0.527777778,0.297297297,0.730769231,0.184210526,0.608695652,0,1,0.92,0.9,0.5,0.8,0.38,0.38,0,0.722222222,0,0,0,0,0,0,0,92,46,0,Civil VII,0,F
0,0,0.111111111,1,0.666666667,0.297297297,0.538461538,0.236842105,0.782608696,0.333333333,0,0.7,0.84,0.583333333,0.8,0.46,0.4,0,0.666666667,0.722222222,0,0.666666667,0,0,0,0,70,35,0,Civil VII,0,F
0,0,0.361111111,0,0.611111111,0.594594595,0.673076923,0.394736842,0.869565217,0.333333333,0.666666667,0.9,0.92,0.416666667,0.7,0.54,0.36,0.666666667,0,0.722222222,0,0.666666667,0,0,0,0,90,45,0,Civil VII,0,F
0,0,0.166666667,1,0.777777778,0.540540541,0.615384615,0.789473684,0.902173913,0,0.333333333,0.88,0.92,0.708333333,0.82,0.54,0.4,0.777777778,0.722222222,0.777777778,0.722222222,0,0,0,0,0,88,44,0,Civil VII,0,F
1,4,0.880555556,0,0.666666667,0.621621622,0.769230769,0.447368421,0.923913043,0,0.333333333,0.8,0.86,0.416666667,0.8,0.72,0.8,0,0.611111111,0.722222222,0,0,0,1,1,1,80,40,90,Civil VIII,10,A
1,4,0.791666667,0,0.666666667,0.621621622,0.769230769,0.447368421,0.923913043,0.333333333,0.666666667,0.84,0.8,0.875,0.84,0.94,0.84,0.722222222,0.611111111,0.833333333,0,0,0,1,1,1,84,42,90,Civil VIII,10,A
1,3.94,0.732777778,1,0.527777778,0.297297297,0.730769231,0.184210526,0.608695652,0.333333333,0.666666667,0.82,0.92,0.291666667,0.6,0.66,0.6,0,0,0.555555556,0,0,0,1,1,1,82,41,85,Civil VIII,10,A
1,3.94,0.524444444,0,0.666666667,0.297297297,0.538461538,0.236842105,0.782608696,0.333333333,0.666666667,0.9,0.88,0.583333333,0.78,0.8,0.78,0.777777778,0.666666667,0.777777778,0,0,0.888888889,1,1,1,90,45,85,Civil VIII,10,A
1,3.94,0.444444444,0,0.611111111,0.621621622,0.788461538,0.710526316,0.782608696,1,0.666666667,0.84,0.92,0.25,0.76,0.64,0.76,0,0.666666667,0.722222222,0.777777778,0,0,1,1,1,84,42,85,Civil VIII,10,A
1,3.85,0.694444444,1,0.888888889,0.405405405,0.384615385,0.394736842,0.815217391,0.333333333,0.666666667,0.94,0.86,0.625,0.8,0.82,0.8,0.833333333,0.722222222,0.944444444,0,0,1,1,1,1,94,47,85,Civil VIII,10,A
1,3.81,0.680555556,1,0.527777778,0.189189189,0.576923077,0.368421053,0.804347826,0.666666667,0.666666667,0.84,0.94,0.75,0.9,0.88,0.9,0.777777778,0.722222222,0.944444444,1,0,0,1,1,1,84,42,85,Civil VIII,10,A
1,3.81,0.894444444,1,0.611111111,0.567567568,0.634615385,0.868421053,0.706521739,0.666666667,1,0.84,0.9,0.666666667,0.8,0.84,0.8,0.611111111,0.666666667,0.666666667,0.888888889,0,0,1,1,1,84,42,85,Civil VIII,10,A
1,3.81,0.894444444,0,0.611111111,0.567567568,0.634615385,0.868421053,0.706521739,0,0.666666667,0.84,0.9,0.666666667,0.8,0.84,0.76,0,0.611111111,0.611111111,0,0,0.722222222,1,1,1,92,46,85,Civil VIII,10,A
1,3.78,0.894444444,0,0.611111111,0.567567568,0.634615385,0.868421053,0.706521739,0.333333333,1,0.84,0.9,0.666666667,0.8,0.84,0.88,0.722222222,0.666666667,0.888888889,0,0,0.944444444,1,1,1,88,44,85,Civil VIII,10,A
1,3.74,0.857777778,1,0.777777778,0.513513514,0.769230769,0.526315789,0.869565217,1,1,0.84,0.78,0.25,0.7,0.64,0.7,0,0,0.5,0,0,0.722222222,1,1,1,84,42,85,Civil VIII,10,A
1,3.72,0.395833333,1,0.583333333,0.243243243,0.211538462,0.342105263,0.663043478,0,1,0.78,0.8,0.625,0.88,0.82,0.88,0.888888889,0.666666667,0.722222222,0.944444444,0,0,1,1,1,78,39,85,Civil VIII,10,A
1,3.72,0.861111111,1,0.833333333,0.675675676,0.769230769,0.789473684,0.847826087,0.333333333,0.666666667,0.9,0.92,0.708333333,0.8,0.86,0.8,0.777777778,0,0.777777778,0.888888889,0,0,1,1,1,90,45,85,Civil VIII,10,A
1,3.72,0.611111111,0,0.555555556,0.567567568,0.711538462,0.657894737,0.815217391,0.333333333,0.666666667,0.8,0.9,0.458333333,0.86,0.74,0.86,0.777777778,0.777777778,0.777777778,0.833333333,0,0,1,1,1,80,40,85,Civil VIII,10,A
1,3.72,0.705,1,0.555555556,0.567567568,0.711538462,0.657894737,0.815217391,0.333333333,0.666666667,0.88,0.9,0.666666667,0.8,0.84,0.8,0.722222222,0.666666667,0.833333333,0.944444444,0,0,1,1,1,88,44,85,Civil VIII,10,A
2,3.7,0.769444444,0,0.5,0.702702703,0.865384615,1,1,1,1,0.98,0.94,0.208333333,0.8,0.62,0.8,0.611111111,0,0.666666667,0,0,0.777777778,2,2,1,98,49,85,Civil VIII,9,A-
2,3.68,0.350833333,1,0.027777778,0.621621622,0.769230769,0.447368421,0.923913043,1,1,0.82,0.92,0.666666667,0.84,0.84,0.84,0,0.833333333,0.944444444,1,0,0,2,2,1,82,41,80,Civil VIII,9,A-
2,3.67,0.316111111,0,0.472222222,0.486486486,0.576923077,0.526315789,0.913043478,0.333333333,0.333333333,0.88,0.98,0.416666667,0.82,0.72,0.82,0.611111111,0.611111111,0.666666667,0,0,0.722222222,2,2,1,88,44,80,Civil VIII,9,A-
2,3.63,0.819444444,0,0.611111111,0.567567568,0.673076923,0.921052632,0.760869565,0,0.666666667,0.54,0.7,0.041666667,0.7,0.54,0.7,0,0,0,0,0,0.722222222,2,2,1,54,27,80,Civil VIII,9,A-
2,3.63,0.747222222,1,0.777777778,0.513513514,0.596153846,0.605263158,0.760869565,0.333333333,1,0.84,0.84,0.666666667,0.84,0.84,0.84,0.888888889,0.777777778,1,0,0,0,2,2,1,84,42,80,Civil VIII,9,A-
2,3.61,0.725,1,0.527777778,0.297297297,0.730769231,0.184210526,0.608695652,0.333333333,0.666666667,0.96,0.84,0.916666667,0.84,0.96,0.84,0.722222222,0.722222222,0.888888889,0,0,0,2,2,1,96,48,80,Civil VIII,9,A-
2,3.59,0.888888889,1,0.777777778,0.378378378,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.82,0.8,0.625,0.8,0.82,0.8,0.666666667,0.722222222,0.944444444,0,0,0,2,2,1,82,41,80,Civil VIII,9,A-
2,3.57,0.875,0,0.611111111,0.594594595,0.673076923,0.394736842,0.869565217,0.333333333,0.666666667,0.9,0.82,0.791666667,0.82,0.9,0.82,0,0.611111111,0.722222222,0,0,0.777777778,2,2,1,90,45,80,Civil VIII,9,A-
2,3.55,0.722222222,1,0.833333333,0.594594595,0.673076923,0.394736842,0.869565217,0.666666667,1,0.76,0.74,0.5,0.74,0.76,0.74,0,0.722222222,0.722222222,0.777777778,0,0,2,2,1,76,38,80,Civil VIII,9,A-
2,3.51,0.208333333,1,0.583333333,0.216216216,0.230769231,0.657894737,0.673913043,0,0.666666667,0.54,0.7,0.041666667,0.7,0.54,0.7,0,0,0,0,0,0.777777778,2,2,1,54,27,80,Civil VIII,9,A-
2,3.5,0.604166667,1,0.611111111,0.216216216,0.230769231,0.657894737,0.673913043,0,1,0.84,0.86,0.666666667,0.86,0.84,0.86,0.722222222,0.666666667,0.833333333,0.833333333,0,0,2,2,1,84,42,80,Civil VIII,9,A-
2,3.48,0.6,1,0.638888889,0.567567568,0.288461538,0.789473684,0.673913043,0.333333333,0.666666667,0.86,0.76,0.708333333,0.76,0.86,0.76,0.666666667,0.777777778,0.777777778,0,0,1,2,2,1,86,43,80,Civil VIII,9,A-
2,3.48,0.852777778,1,0.527777778,0.243243243,0.384615385,0.526315789,0.673913043,1,1,0.62,0.8,0.208333333,0.8,0.62,0.8,0.666666667,0.666666667,0.666666667,0.888888889,0,0,2,2,1,62,31,80,Civil VIII,9,A-
2,3.46,0.857777778,1,0.694444444,0.72972973,0.769230769,0.868421053,0.869565217,0.333333333,1,0.98,0.96,0.958333333,0.96,0.98,0.96,1,0.833333333,0.944444444,0,0,0,2,2,1,98,49,80,Civil VIII,9,A-
2,3.46,0.722222222,0,0.805555556,0.540540541,0.576923077,0.5,0.826086957,0,1,0.88,0.72,0.75,0.72,0.88,0.72,0.722222222,0.777777778,0.722222222,0,0,0,2,2,1,88,44,80,Civil VIII,9,A-
2,3.46,0.811111111,1,0.861111111,0.621621622,0.788461538,0.710526316,0.782608696,0.333333333,0.666666667,0.84,0.92,0.666666667,0.92,0.84,0.92,1,0.777777778,0.944444444,0,0,1,2,2,1,84,42,80,Civil VIII,9,A-
2,3.46,0.416666667,0,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0,1,0.9,0.92,0.791666667,0.92,0.9,0.92,0.888888889,0.777777778,0.944444444,0.888888889,0,0,2,2,1,90,45,80,Civil VIII,9,A-
2,3.44,0.816666667,1,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0.333333333,0,0.92,0.9,0.833333333,0.9,0.92,0.9,1,0.833333333,1,1,0,0,2,2,1,92,46,80,Civil VIII,9,A-
2,3.43,0.416666667,0,0.694444444,0.594594595,0.519230769,0.789473684,0.793478261,0.333333333,0.666666667,0.84,0.88,0.666666667,0.88,0.84,0.88,0.666666667,0.666666667,0.944444444,0,0,1,2,2,1,84,42,80,Civil VIII,9,A-
2,3.41,0.791666667,1,0.694444444,0.243243243,0.211538462,0.342105263,0.663043478,0,0.333333333,0.84,0.84,0.666666667,0.84,0.84,0.84,0.888888889,0.722222222,1,0,0,0,2,2,1,84,42,80,Civil VIII,9,A-
2,3.41,0.927222222,0,0.916666667,0.675675676,0.769230769,0.789473684,0.847826087,0,0.333333333,0.62,0.8,0.208333333,0.8,0.62,0.8,0,0,0,1,0,0,2,2,1,62,31,80,Civil VIII,9,A-
2,3.4,0.572222222,1,0.5,0.27027027,0.384615385,0.394736842,0.706521739,0.333333333,0.666666667,0.9,0.88,0.791666667,0.88,0.9,0.88,0.888888889,0.833333333,1,1,0,0,2,2,1,90,45,80,Civil VIII,9,A-
2,3.35,0.783333333,1,0.694444444,0.243243243,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.84,0.82,0.666666667,0.82,0.84,0.82,0.777777778,0.722222222,1,1,0,0,2,2,1,84,42,80,Civil VIII,9,A-
2,3.33,0.783333333,1,0.916666667,0.675675676,0.769230769,0.789473684,0.847826087,0.333333333,0.666666667,0.64,0.8,0.25,0.8,0.64,0.8,0.666666667,0.666666667,0.888888889,0,0,0,2,2,1,64,32,80,Civil VIII,9,A-
2,3.33,0.666666667,1,0.5,0.27027027,0.384615385,0.394736842,0.706521739,1,0.666666667,0.8,0.8,0.583333333,0.8,0.8,0.8,0.666666667,0.611111111,0.722222222,0.722222222,0,0,2,2,1,80,40,80,Civil VIII,9,A-
3,3.29,0.222222222,1,0.361111111,0.162162162,0.384615385,0.236842105,0.597826087,0.333333333,0.666666667,0.68,0.8,0.333333333,0.8,0.68,0.8,0.666666667,0,0.833333333,0,0,1,3,3,1,68,34,75,Civil VIII,8,B+
3,3.29,0.861111111,1,0.833333333,0.675675676,0.769230769,0.789473684,0.847826087,0.666666667,0.666666667,0.92,0.92,0.833333333,0.92,0.92,0.92,0.777777778,0.833333333,1,1,0,0,3,3,1,92,46,75,Civil VIII,8,B+
3,3.28,0.305555556,1,0.5,0.27027027,0.384615385,0.394736842,0.706521739,0.666666667,1,0.84,0.82,0.666666667,0.82,0.84,0.82,0.666666667,0.611111111,0.777777778,0,0,0,3,3,1,84,42,75,Civil VIII,8,B+
3,3.28,0.611111111,0,0.555555556,0.567567568,0.711538462,0.657894737,0.815217391,0,0.666666667,0.9,0.94,0.791666667,0.94,0.9,0.94,0.888888889,0.777777778,0.888888889,0,0,0.944444444,3,3,1,90,45,75,Civil VIII,8,B+
3,3.27,0.705,1,0.555555556,0.567567568,0.711538462,0.657894737,0.815217391,0.333333333,1,0.92,0.9,0.833333333,0.9,0.92,0.9,0.833333333,0.722222222,0.944444444,0,0,0,3,3,1,92,46,75,Civil VIII,8,B+
3,3.23,0.527777778,1,0.527777778,0.324324324,0.288461538,0.394736842,0.913043478,1,1,0.86,0.68,0.708333333,0.68,0.86,0.68,0.666666667,0.722222222,0.777777778,0.833333333,0,0,3,3,1,86,43,75,Civil VIII,8,B+
3,3.22,0.769444444,0,0.5,0.702702703,0.865384615,1,1,0,1,0.9,0.84,0.791666667,0.84,0.9,0.84,0.777777778,0.722222222,0.888888889,0,0,0,3,3,1,90,45,75,Civil VIII,8,B+
3,3.22,0.797222222,0,0.527777778,0.72972973,0.826923077,0.973684211,0.826086957,0.333333333,0.666666667,0.58,0.6,0.125,0.6,0.58,0.6,0,0,0.722222222,0.833333333,0,0,3,3,1,58,29,75,Civil VIII,8,B+
3,3.22,0.350833333,1,0.027777778,0.621621622,0.769230769,0.447368421,0.923913043,0.333333333,0.666666667,0.9,0.8,0.791666667,0.8,0.9,0.8,0.777777778,0.722222222,0.777777778,0.944444444,0,0,3,3,1,90,45,75,Civil VIII,8,B+
3,3.22,0.378611111,1,0.5,0.513513514,0.596153846,0.763157895,0.826086957,0.333333333,0.666666667,0.54,0.74,0.041666667,0.74,0.54,0.74,0.777777778,0.666666667,0.833333333,0,0,0,3,3,1,54,27,75,Civil VIII,8,B+
3,3.21,0.316111111,0,0.472222222,0.486486486,0.576923077,0.526315789,0.913043478,1,1,0.96,0.86,0.916666667,0.86,0.96,0.86,0.722222222,0.722222222,0.944444444,0.666666667,0,0,3,3,1,96,48,75,Civil VIII,8,B+
3,3.17,0.819444444,0,0.611111111,0.567567568,0.673076923,0.921052632,0.760869565,1,1,0.92,0.82,0.833333333,0.82,0.92,0.82,0.944444444,0.777777778,1,0.833333333,0,0,3,3,1,92,46,75,Civil VIII,8,B+
3,3.16,0.305555556,1,0.611111111,0.567567568,0.673076923,0.921052632,0.760869565,0.333333333,0.333333333,0.72,0.68,0.416666667,0.68,0.72,0.68,0.666666667,0.722222222,0.777777778,0.666666667,0,0,3,3,1,72,36,75,Civil VIII,8,B+
3,3.16,0.747222222,1,0.777777778,0.513513514,0.596153846,0.605263158,0.760869565,0,0.666666667,0.82,0.92,0.625,0.92,0.82,0.92,1,0.777777778,0.944444444,0,0,0,3,3,1,82,41,75,Civil VIII,8,B+
3,3.13,0.5,1,0.777777778,0.513513514,0.596153846,0.605263158,0.760869565,0.333333333,1,0.74,0.88,0.458333333,0.88,0.74,0.88,0.777777778,0.944444444,0.777777778,0.833333333,0,0,3,3,1,74,37,75,Civil VIII,8,B+
3,3.13,0.611111111,0,0.527777778,0.297297297,0.730769231,0.184210526,0.608695652,0.333333333,0.666666667,0.54,0.52,0.041666667,0.52,0.54,0.52,0,0,0,0.777777778,0,0,3,3,1,54,27,75,Civil VIII,8,B+
3,3.11,0.725,1,0.527777778,0.297297297,0.730769231,0.184210526,0.608695652,0.333333333,0.666666667,0.86,0.88,0.708333333,0.88,0.86,0.88,0.944444444,0.944444444,0.944444444,0,0,0,3,3,1,86,43,75,Civil VIII,8,B+
3,3.03,0.888888889,1,0.777777778,0.378378378,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.76,0.86,0.5,0.86,0.76,0.86,0.722222222,0.888888889,0.944444444,0.833333333,0,0,3,3,1,76,38,75,Civil VIII,8,B+
3,3.01,0.527777778,0,0.777777778,0.378378378,0.211538462,0.342105263,0.663043478,0.666666667,1,0.8,0.76,0.583333333,0.76,0.8,0.76,0.777777778,0.777777778,0.888888889,0,0,1,3,3,1,80,40,75,Civil VIII,8,B+
4,2.99,0.305555556,1,0.555555556,0.297297297,0.538461538,0.236842105,0.782608696,0,0.666666667,0.9,0.86,0.791666667,0.86,0.9,0.86,0.944444444,1,1,1,0,0,4,4,1,90,45,70,Civil VIII,7,B
4,2.99,0.333333333,1,0.555555556,0.297297297,0.538461538,0.236842105,0.782608696,0,1,0.8,0.8,0.583333333,0.8,0.8,0.8,0.666666667,0.833333333,0.833333333,0.833333333,0,0,4,4,1,80,40,70,Civil VIII,7,B
4,2.99,0.222222222,0,0.5,0.324324324,0.519230769,0.631578947,0.77173913,0.333333333,0.666666667,0.7,0.72,0.375,0.72,0.7,0.72,0.833333333,0.888888889,0.777777778,0.611111111,0,0,4,4,1,70,35,70,Civil VIII,7,B
4,2.98,0.875,0,0.611111111,0.594594595,0.673076923,0.394736842,0.869565217,1,1,0.7,0.76,0.375,0.76,0.7,0.76,0.722222222,0.944444444,0.888888889,0,0,0,4,4,1,70,35,70,Civil VIII,7,B
4,2.95,0.555555556,1,0.833333333,0.540540541,0.615384615,0.789473684,0.902173913,0.333333333,1,0.82,0.86,0.625,0.86,0.82,0.86,0.722222222,0.944444444,0.944444444,0,0,0,4,4,1,82,41,70,Civil VIII,7,B
4,2.88,0.722222222,1,0.833333333,0.594594595,0.673076923,0.394736842,0.869565217,0,1,0.88,0.92,0.75,0.92,0.88,0.92,0.888888889,1,1,0.944444444,0,0,4,4,1,88,44,70,Civil VIII,7,B
4,2.86,0.208333333,1,0.583333333,0.216216216,0.230769231,0.657894737,0.673913043,0.333333333,0.666666667,0.72,0.78,0.416666667,0.78,0.72,0.78,0.666666667,0.777777778,0.666666667,0.777777778,0,0,4,4,1,72,36,70,Civil VIII,7,B
4,2.79,0.604166667,1,0.611111111,0.216216216,0.230769231,0.657894737,0.673913043,0,1,0.92,0.92,0.833333333,0.92,0.92,0.92,0.888888889,0.888888889,0.888888889,0.777777778,0,0,4,4,1,92,46,70,Civil VIII,7,B
4,2.79,0.6,1,0.638888889,0.567567568,0.288461538,0.789473684,0.673913043,0.333333333,0,0.9,0.9,0.791666667,0.9,0.9,0.9,0.833333333,0.944444444,0.944444444,1,0,0,4,4,1,90,45,70,Civil VIII,7,B
4,2.79,0.852777778,1,0.527777778,0.243243243,0.384615385,0.526315789,0.673913043,0.333333333,0.666666667,0.8,0.9,0.583333333,0.9,0.8,0.9,0.833333333,0.944444444,0.944444444,1,0,0,4,4,1,80,40,70,Civil VIII,7,B
4,2.78,0.857777778,1,0.694444444,0.72972973,0.769230769,0.868421053,0.869565217,0,0.333333333,0.92,0.88,0.833333333,0.88,0.92,0.88,0.888888889,0.944444444,1,0,0,1,4,4,1,92,46,70,Civil VIII,7,B
4,2.77,0.722222222,0,0.805555556,0.540540541,0.576923077,0.5,0.826086957,0,0.333333333,0.98,0.94,0.958333333,0.94,0.98,0.94,1,1,1,1,0,0,4,4,1,98,49,70,Civil VIII,7,B
4,2.72,0.811111111,1,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0.333333333,0.666666667,0.92,0.9,0.833333333,0.9,0.92,0.9,1,0.944444444,1,1,0,0,4,4,1,92,46,70,Civil VIII,7,B
5,2.68,0.416666667,0,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0.333333333,0.666666667,1,0.96,1,0.96,1,0.96,1,1,1,0,0,1,5,5,1,100,50,65,Civil VIII,6,B-
5,2.57,0.5,0,0.5,0.405405405,0.384615385,0.394736842,0.815217391,0.333333333,0.666666667,0.82,0.74,0.625,0.74,0.82,0.74,0,0.666666667,0.777777778,0.833333333,0,0,5,5,1,82,41,65,Civil VIII,6,B-
5,2.49,0.527777778,0,0.611111111,0.189189189,0.576923077,0.368421053,0.804347826,1,0.666666667,0.84,0.76,0.666666667,0.76,0.84,0.76,0.666666667,0.833333333,0.888888889,0.888888889,0,0,5,5,1,84,42,65,Civil VIII,6,B-
